"Ensembl.Gene.ID" "Gene.Symbol" "Biotype" "Comparison" "logFC" "FDR"
"ENSG00000205913" "SRRM2-AS1" "lncRNA" "Crohn vs Control" 0.799564012032663 1
"ENSG00000106723" "SPIN1" "protein_coding" "Crohn vs Control" -0.43699606038912 1
"ENSG00000287214" "ENSG00000287214" "lncRNA" "Crohn vs Control" 1.17203640932034 1
"ENSG00000254006" "ENSG00000254006" "lncRNA" "Crohn vs Control" -2.36012761804532 1
"ENSG00000126261" "UBA2" "protein_coding" "Crohn vs Control" 0.448970004952792 1
"ENSG00000236714" "LINC01844" "lncRNA" "Crohn vs Control" 2.27052296459544 1
"ENSG00000261578" "ENSG00000261578" "lncRNA" "Crohn vs Control" -0.758483319539288 1
"ENSG00000114686" "MRPL3" "protein_coding" "Crohn vs Control" 0.521398242452018 1
"ENSG00000064205" "CCN5" "protein_coding" "Crohn vs Control" -1.44197767658141 1
"ENSG00000286809" "ENSG00000286809" "lncRNA" "Crohn vs Control" 1.45112433146747 1
"ENSG00000134755" "DSC2" "protein_coding" "Crohn vs Control" -0.588764660747878 1
"ENSG00000255491" "ENSG00000255491" "lncRNA" "Crohn vs Control" -1.54741030398366 1
"ENSG00000286669" "ENSG00000286669" "lncRNA" "Crohn vs Control" 1.23097327322707 1
"ENSG00000287192" "ENSG00000287192" "lncRNA" "Crohn vs Control" 1.11237710606349 1
"ENSG00000092445" "TYRO3" "protein_coding" "Crohn vs Control" 0.741097279430678 1
"ENSG00000258302" "ENSG00000258302" "lncRNA" "Crohn vs Control" -1.12828654544836 1
"ENSG00000267277" "ENSG00000267277" "lncRNA" "Crohn vs Control" -1.11867932450007 1
"ENSG00000204963" "PCDHA7" "protein_coding" "Crohn vs Control" -1.6102716220035 1
"ENSG00000171700" "RGS19" "protein_coding" "Crohn vs Control" 0.677551954932621 1
"ENSG00000237441" "RGL2" "protein_coding" "Crohn vs Control" 0.47732896440632 1
"ENSG00000187187" "ZNF546" "protein_coding" "Crohn vs Control" 0.815054992661525 1
"ENSG00000286532" "PARTICL" "lncRNA" "Crohn vs Control" -0.731643034283038 1
"ENSG00000281831" "HCP5B" "lncRNA" "Crohn vs Control" -0.925913612863403 1
"ENSG00000125834" "STK35" "protein_coding" "Crohn vs Control" -0.420158809733233 1
"ENSG00000168032" "ENTPD3" "protein_coding" "Crohn vs Control" 0.793132459564366 1
"ENSG00000049323" "LTBP1" "protein_coding" "Crohn vs Control" 0.485638078749047 1
"ENSG00000279141" "LINC01451" "lncRNA" "Crohn vs Control" -0.881471291515197 1
"ENSG00000116183" "PAPPA2" "protein_coding" "Crohn vs Control" -1.23917388415984 1
"ENSG00000162073" "PAQR4" "protein_coding" "Crohn vs Control" 0.603312676861122 1
"ENSG00000286207" "ENSG00000286207" "lncRNA" "Crohn vs Control" -0.761535200368051 1
"ENSG00000132313" "MRPL35" "protein_coding" "Crohn vs Control" -0.431179949147482 1
"ENSG00000160799" "CCDC12" "protein_coding" "Crohn vs Control" -0.432252088750367 1
"ENSG00000119283" "TRIM67" "protein_coding" "Crohn vs Control" -1.64258434213696 1
"ENSG00000174482" "LINGO2" "protein_coding" "Crohn vs Control" 1.18652854773235 1
"ENSG00000167985" "SDHAF2" "protein_coding" "Crohn vs Control" -0.673066151966471 1
"ENSG00000266200" "PNLIPRP2" "protein_coding" "Crohn vs Control" -1.19307748429826 1
"ENSG00000131174" "COX7B" "protein_coding" "Crohn vs Control" -0.452360356180305 1
"ENSG00000229017" "LINC01277" "lncRNA" "Crohn vs Control" 1.39435983562494 1
"ENSG00000145220" "LYAR" "protein_coding" "Crohn vs Control" 0.629486458310699 1
"ENSG00000182162" "P2RY8" "protein_coding" "Crohn vs Control" 0.799003860584224 1
"ENSG00000165487" "MICU2" "protein_coding" "Crohn vs Control" -0.416819547054457 1
"ENSG00000259357" "ENSG00000259357" "lncRNA" "Crohn vs Control" -1.92634938585217 1
"ENSG00000289173" "ENSG00000289173" "lncRNA" "Crohn vs Control" -1.92634938585217 1
"ENSG00000259734" "ENSG00000259734" "lncRNA" "Crohn vs Control" -1.92634938585217 1
"ENSG00000234617" "SNRK-AS1" "lncRNA" "Crohn vs Control" -0.886630491552345 1
"ENSG00000082684" "SEMA5B" "protein_coding" "Crohn vs Control" 0.89298144662312 1
"ENSG00000278383" "ENSG00000278383" "lncRNA" "Crohn vs Control" -0.946885126504848 1
"ENSG00000108829" "LRRC59" "protein_coding" "Crohn vs Control" 0.453963922398752 1
"ENSG00000119661" "DNAL1" "protein_coding" "Crohn vs Control" 0.603736898478369 1
"ENSG00000173214" "MFSD4B" "protein_coding" "Crohn vs Control" -0.507863224901858 1
"ENSG00000166736" "HTR3A" "protein_coding" "Crohn vs Control" -1.50204413220009 1
"ENSG00000137814" "HAUS2" "protein_coding" "Crohn vs Control" 0.510576355648506 1
"ENSG00000175938" "ORAI3" "protein_coding" "Crohn vs Control" -0.724799898868328 1
"ENSG00000130475" "FCHO1" "protein_coding" "Crohn vs Control" 0.631559865449933 1
"ENSG00000260192" "LINC02240" "lncRNA" "Crohn vs Control" -1.30622485323875 1
"ENSG00000129682" "FGF13" "protein_coding" "Crohn vs Control" -0.892921321074771 1
"ENSG00000225377" "NRSN2-AS1" "lncRNA" "Crohn vs Control" -0.580721085477635 1
"ENSG00000235194" "PPP1R3E" "protein_coding" "Crohn vs Control" -0.493426492046415 1
"ENSG00000162383" "SLC1A7" "protein_coding" "Crohn vs Control" -1.27213354492461 1
"ENSG00000198205" "ZXDA" "protein_coding" "Crohn vs Control" 0.813852573194678 1
"ENSG00000249345" "LINC02405" "lncRNA" "Crohn vs Control" -1.05502212897055 1
"ENSG00000234199" "LINC01191" "lncRNA" "Crohn vs Control" -1.02680848195964 1
"ENSG00000141316" "SPACA3" "protein_coding" "Crohn vs Control" -1.13556943273944 1
"ENSG00000110011" "DNAJC4" "protein_coding" "Crohn vs Control" -0.454070207501927 1
"ENSG00000157625" "TAB3" "protein_coding" "Crohn vs Control" -0.419771908675233 1
"ENSG00000187105" "HEATR4" "protein_coding" "Crohn vs Control" -1.50494808797992 1
"ENSG00000152154" "TMEM178A" "protein_coding" "Crohn vs Control" -0.798057603789665 1
"ENSG00000289560" "ENSG00000289560" "lncRNA" "Crohn vs Control" 1.89168879765619 1
"ENSG00000047621" "C12orf4" "protein_coding" "Crohn vs Control" 0.475012163952616 1
"ENSG00000132122" "SPATA6" "protein_coding" "Crohn vs Control" 0.63461423206431 1
"ENSG00000182400" "TRAPPC6B" "protein_coding" "Crohn vs Control" 0.441837236989966 1
"ENSG00000245768" "ENSG00000245768" "lncRNA" "Crohn vs Control" -1.21552165662918 1
"ENSG00000272654" "JTB-DT" "lncRNA" "Crohn vs Control" -0.796292277391642 1
"ENSG00000129933" "MAU2" "protein_coding" "Crohn vs Control" -0.396550724927298 1
"ENSG00000274964" "ENSG00000274964" "lncRNA" "Crohn vs Control" 1.32647473902204 1
"ENSG00000196878" "LAMB3" "protein_coding" "Crohn vs Control" -0.563574595659607 1
"ENSG00000072042" "RDH11" "protein_coding" "Crohn vs Control" 0.505279865249673 1
"ENSG00000231170" "PDK4-AS1" "lncRNA" "Crohn vs Control" -0.941019200055563 1
"ENSG00000143977" "SNRPG" "protein_coding" "Crohn vs Control" 0.430182192233358 1
"ENSG00000136720" "HS6ST1" "protein_coding" "Crohn vs Control" 0.613449017585884 1
"ENSG00000119862" "LGALSL" "protein_coding" "Crohn vs Control" -0.49889219559858 1
"ENSG00000100325" "ASCC2" "protein_coding" "Crohn vs Control" -0.428843132754417 1
"ENSG00000087842" "PIR" "protein_coding" "Crohn vs Control" 0.56295194856411 1
"ENSG00000258256" "ENSG00000258256" "lncRNA" "Crohn vs Control" -1.41642975545984 1
"ENSG00000186118" "TEX38" "protein_coding" "Crohn vs Control" -1.59994291884135 1
"ENSG00000275613" "ENSG00000275613" "lncRNA" "Crohn vs Control" 2.02249657364855 1
"ENSG00000165923" "AGBL2" "protein_coding" "Crohn vs Control" -0.688695359185236 1
"ENSG00000122644" "ARL4A" "protein_coding" "Crohn vs Control" -0.475916167770113 1
"ENSG00000222046" "DCDC2B" "protein_coding" "Crohn vs Control" -1.59990114886534 1
"ENSG00000135426" "TESPA1" "protein_coding" "Crohn vs Control" 0.719179743118047 1
"ENSG00000232596" "LINC01646" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000284650" "ENSG00000284650" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000236866" "TENT5C-DT" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000134200" "TSHB" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000233589" "ENSG00000233589" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000236364" "ENSG00000236364" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000260990" "ENSG00000260990" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000227579" "ENSG00000227579" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000286747" "ENSG00000286747" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000203730" "TEDDM1" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000116703" "PDC" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000287283" "ENSG00000287283" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000287738" "ENSG00000287738" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000143278" "F13B" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000188800" "TMCO2" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000225886" "ENSG00000225886" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000134249" "ADAM30" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000204481" "PRAMEF14" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000228060" "PABPC4-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000275774" "HNRNPCL2" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000229780" "UBE2Q1-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000178395" "CCDC185" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000231440" "ENSG00000231440" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000226969" "PRKCZ-DT" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000196289" "BECN2" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000117501" "MROH9" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000168148" "H3-4" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000286863" "ENSG00000286863" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000259788" "UAP1-DT" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000221986" "MYBPHL" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000224209" "LINC00466" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000288804" "ENSG00000288804" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000233290" "ENSG00000233290" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000273481" "ENSG00000273481" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000242282" "ENSG00000242282" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000272180" "ENSG00000272180" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000270996" "ENSG00000270996" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000227088" "ENSG00000227088" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000285876" "ENSG00000285876" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000136535" "TBR1" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000224099" "ENSG00000224099" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000115844" "DLX2" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000224467" "TANK-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000229536" "LINC02572" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000236153" "UBE2E3-DT" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000118231" "CRYGD" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000163081" "CCDC140" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000223631" "LINC01120" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000224490" "TTC21B-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000183607" "GKN2" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000286415" "ENSG00000286415" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000286481" "ENSG00000286481" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000259439" "LINC01833" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000223874" "LINC01921" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000232377" "ENSG00000232377" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000273233" "ENSG00000273233" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000232044" "SILC1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000289567" "ENSG00000289567" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000233718" "MYCNOS" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000224918" "ENSG00000224918" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000243384" "ENSG00000243384" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000241593" "ENSG00000241593" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000138472" "GUCA1C" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000224074" "LINC00691" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000250170" "RASA2-IT1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000244247" "LINC01995" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000243944" "ENSG00000243944" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000241231" "ENSG00000241231" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000198491" "ENSG00000198491" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000240063" "ATP11B-DT" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000230401" "LINC01972" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000238043" "ENSG00000238043" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000287286" "ENSG00000287286" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000239946" "ZBTB20-AS3" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000272922" "ENSG00000272922" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000206260" "PRR23A" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000286988" "ENSG00000286988" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000282950" "ENSG00000282950" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000235288" "ENSG00000235288" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000283473" "FAM240A" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000186090" "HTR3D" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000229972" "IQCF3" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000289417" "ENSG00000289417" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000239828" "CCDC54-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000289885" "ENSG00000289885" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000250930" "LNX1-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000251636" "LINC01218" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000249717" "PARM1-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000186867" "QRFPR" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000278981" "ENSG00000278981" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000273180" "ENSG00000273180" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000185758" "CLDN24" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000251298" "TMEM184C-DT" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000205097" "FRG2" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000138675" "FGF5" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000287762" "ENSG00000287762" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000248942" "LINC01335" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000251675" "ENSG00000251675" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000251574" "ENSG00000251574" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000205359" "SLCO6A1" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000251201" "TMED7-TICAM2" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000286953" "ENSG00000286953" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000173250" "GPR151" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000120329" "SLC25A2" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000248859" "LINC01574" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000289639" "ENSG00000289639" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000248428" "ENSG00000248428" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000248469" "ENSG00000248469" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000237705" "ENSG00000237705" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000248359" "ENSG00000248359" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000249483" "ENSG00000249483" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000230631" "ENSG00000230631" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000187871" "GFRAL" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000236347" "ENSG00000236347" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000287297" "ENSG00000287297" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000124827" "GCM2" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000229154" "KCNQ5-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000250686" "KHDRBS2-OT1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000223837" "ENSG00000223837" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000283573" "ENSG00000283573" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000112539" "C6orf118" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000236703" "MYB-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000275663" "H4C7" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000206474" "OR10C1" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000146360" "GPR6" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000179165" "PXT1" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000198704" "GPX6" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000289611" "ENSG00000289611" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000232891" "ENSG00000232891" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000164451" "CALHM4" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000286562" "ENSG00000286562" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000226454" "ENSG00000226454" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000290049" "ENSG00000290049" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000235535" "TRDN-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000289359" "ENSG00000289359" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000122584" "NXPH1" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000285960" "ENSG00000285960" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000221900" "POM121L12" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000182111" "ZNF716" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000287744" "ENSG00000287744" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000127362" "TAS2R3" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000241449" "ENSG00000241449" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000220575" "HTR5A-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000172209" "GPR22" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000226851" "ZNF277-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000146926" "ASB10" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000229688" "CRPPA-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000106410" "NOBOX" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000226985" "LINC01203" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000187969" "ZCCHC13" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000196468" "FGF16" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000166049" "PASD1" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000234161" "PABPC5-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000102076" "OPN1LW" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000068985" "PAGE1" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000176774" "MAGEB18" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000269502" "DMRTC1" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000176988" "FMR1NB" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000221867" "MAGEA3" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000288642" "CDR1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000254001" "ENSG00000254001" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000253849" "ENSG00000253849" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000253836" "ENSG00000253836" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000176566" "DCAF4L2" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000253960" "ENSG00000253960" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000253322" "ENSG00000253322" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000254028" "ENSG00000254028" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000254054" "ENSG00000254054" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000253706" "ENSG00000253706" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000133863" "TEX15" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000215343" "ZNF705D" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000169154" "GOT1L1" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000286804" "ENSG00000286804" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000069206" "ADAM7" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000253553" "ENSG00000253553" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000214042" "IFNA7" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000155833" "CYLC2" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000288575" "ENSG00000288575" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000224825" "RORB-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000230945" "LINC01507" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000231756" "ENSG00000231756" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000188152" "NUTM2G" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000174038" "C9orf131" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000171102" "OBP2B" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000286718" "ENSG00000286718" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000214929" "SPATA31D1" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000254661" "LINC02682" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000255375" "ENSG00000255375" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000168930" "TRIM49" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000255501" "CARD18" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000257067" "LINC02703" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000255808" "PDE2A-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000214782" "MS4A18" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000236301" "MRGPRG-AS1" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000184350" "MRGPRE" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000269915" "ENSG00000269915" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000254905" "ENSG00000254905" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000235027" "ENSG00000235027" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000196844" "PATE2" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000255237" "ENSG00000255237" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000110243" "APOA5" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000285513" "ENSG00000285513" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000197790" "OR52M1" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000226288" "OR52I2" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000255298" "OR8G5" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000280090" "OR8B4" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000255223" "OR5M11" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000167359" "OR51I1" "protein_coding" "Crohn vs Control" -1.60798965269188 1
"ENSG00000255317" "ENSG00000255317" "lncRNA" "Crohn vs Control" -1.60798965269188 1
"ENSG00000166800" "LDHAL6A" "protein_coding" "Crohn vs Control" -1.60798965269188 1
